,date,hospitalized,light-mid_symptoms,severe_symptoms,dead,discharged,PCR_positive,PCR_negative,tested_MA(7days),positive_rate,comparisonPreDay,comparisonPreDeclare,comparisonPreSpread
0,2020-05-01,1.0557958911437335,1.0792053706239642,0.538350939120963,0.16034441965750115,-0.5439631863639698,-0.6279230721122542,-1.7159215463326176,-1.932166789296815,0.874668553179409,-0.20549229937197078,-3.194354161903375,-3.288661889859914
1,2020-05-02,1.1602509395666218,1.186299238936286,0.5864424297220777,1.6275360125502618,-0.6079949669075839,-0.6263787246108149,-1.7190976936319031,-1.9329336889385547,0.6313091613178725,-1.98487447637323,-3.701964680663755,-3.9068791924204094
2,2020-05-03,1.2295711080654477,1.2623659117562531,0.538350939120963,-0.1656981565408901,-0.6234865267165228,-0.6063022070921057,-1.6605154212228619,-1.9259725998827626,0.4690695667435147,-1.1332043745606617,-3.87580389941731,-4.078606220909436
3,2020-05-04,1.2855969976740877,1.326422057288857,0.45819845478577165,-0.00267686844169447,-0.6183226734468765,-0.644910894628085,-1.726155798741426,-1.9272704300457069,0.2865500228473621,0.45353813655442166,-3.8097449962909598,-4.009915409513825
4,2020-05-05,1.3188326948995521,1.3604518846030529,0.4742289516528099,-0.8177833089376726,-0.6172899027929473,-0.6418221996252067,-1.770268955675945,-1.926562522684101,0.3271099214909516,-0.03313049305276044,-3.802791427540817,-4.004191175230858
5,2020-05-06,1.3416228872827276,1.3864746937256731,0.4421679579187334,-0.00267686844169447,-0.6338142332558154,-0.644910894628085,-1.7833264501285626,-1.9320783008766143,0.18515027623838873,0.10881452391600101,-3.7784539369153194,-3.9812942380989877
6,2020-05-07,1.0614934392395274,1.095219407007115,0.37804597045058036,-0.00267686844169447,-0.3177864131534616,-0.6171126396021799,-1.4275979526086018,-1.9055022786763227,-0.2812885581628897,6.4152288492424026,-2.811907880645554,-2.8822412557692174
7,2020-05-08,0.8943653617629063,0.928072902257977,0.2337714986472361,0.9754508601534793,-0.4303584144317511,-0.6248343771093757,-1.393366142827415,-1.86689183132873,-0.48408805138083677,-0.21563122915545369,-2.864059646271621,-2.9337593643159257
8,2020-05-09,0.904810866605195,0.9340781659016586,0.31392398298242735,0.649408283955088,-0.6245192973704521,-0.6124795970978624,-1.4759459726088346,-1.8374841796820147,-0.5652078486680157,-1.5742478201421704,-3.361239811906788,-3.5691493697253236
9,2020-05-10,0.908609232002391,0.9500922022848095,0.1215580205779683,-0.8177833089376726,-0.6224537560625936,-0.6263787246108149,-1.5895814648721553,-1.8295497180040141,-0.6463276459551944,-0.8949395246488121,-3.552462952535698,-3.7580491010632526
10,2020-05-11,0.9000629098587001,0.9470895704629687,0.025375039375738765,0.649408283955088,-0.6255520680243813,-0.6171126396021799,-1.4060707320245565,-1.7905853169756183,-0.6666075952769892,3.63209262367633,-2.832768586895981,-2.905138192901088
11,2020-05-12,-0.14068920897298642,-0.14086402631734932,-0.11889943242760553,0.32336570775669676,0.09842016038003049,-0.6325561146165717,-1.2941997660386164,-1.7334807898060687,-0.747727392564168,-0.2004228344802293,-2.877966783771905,-2.9509320671648283
12,2020-05-13,-0.22900120445779196,-0.22994210369862653,-0.18302141989575857,0.32336570775669676,-0.4985212775910823,-0.6402778521237675,-1.3273728600533747,-1.678912930682274,-0.7882872912077574,0.13923131326644986,-2.8084310962704833,-2.8765170214862503
13,2020-05-14,-0.34390175772296905,-0.3530500083940995,-0.15096042616168204,0.649408283955088,-0.44171889162497296,-0.6325561146165717,-1.3030223974255202,-1.6644598220494853,-0.8288471898513469,-0.23083962383067816,-2.864059646271621,-2.9337593643159257
14,2020-05-15,-0.45975190233744506,-0.4741561585416786,-0.1669909230287203,0.32336570775669676,-0.4819969471282141,-0.6418221996252067,-1.3573698067688476,-1.6606253238407862,-0.8694070884949363,0.3369404440443676,-2.7319418400189193,-2.790653507241737
15,2020-05-16,-0.5015339217066004,-0.5201965131432376,-0.13492992929464379,0.9754508601534793,-0.5501598102875453,-0.6479995896309634,-1.5260585188864482,-1.6675864128965785,-0.9099669871385258,-1.731401231786156,-3.322995183781006,-3.5290797297445504
16,2020-05-17,-0.5100802438502913,-0.5282035313348131,-0.15096042616168204,0.32336570775669676,-0.6017983429840084,-0.6510882846338417,-1.6728671051645272,-1.6782050233206682,-0.9505268857821151,0.12909238348296692,-3.2743202025300104,-3.48328585548081
17,2020-05-18,-0.5945938739379009,-0.6152798541681964,-0.18302141989575857,-0.1656981565408901,-0.517111149361809,-0.6387335046223284,-1.4290095736305064,-1.6813316141677612,-0.9910867844257045,2.2785454975813546,-2.690220427518066,-2.7505838672609637
18,2020-05-19,-0.6933513742649952,-0.7163684588368368,-0.23111291049687332,-0.32871944464008573,-0.4179651665845999,-0.6387335046223284,-1.412070121367651,-1.6950178231588104,-0.9910867844257045,-0.23590908872241964,-2.7528025462693457,-2.8192746786565746
19,2020-05-20,-0.7712178649075119,-0.7934360089307508,-0.3112653948320646,-0.32871944464008573,-0.544995957017899,-0.644910894628085,-1.4448903101269333,-1.7083205823289893,-0.9910867844257045,0.3217320493691432,-2.617207955641573,-2.670444587299418
20,2020-05-21,-0.8604794517416163,-0.8855167181338688,-0.3433263885661411,0.649408283955088,-0.5047179015146579,-0.6402778521237675,-1.4484193626816948,-1.7251038860270647,-0.9910867844257045,-0.022991563269277475,-2.5998240337662173,-2.653271884450515
